country,iso3,assessment_year,pvs_assessment_version,indicator,indicator_code,indicator_name,score,score_scale,source,source_url,data_availability,missing_data_flag
Iran,IRN,2019,Public PVS report (edition varies),IV-4,IV-4,IV-4,,1-5,"Public PVSIS report (parse incomplete): Self Assessment Annual Report, 2025",https://pvs.woah.org/pvs-is-be/api/document-management/download-public/774,unavailable,True
Iran,IRN,2019,Public PVS report (edition varies),IV-6,IV-6,IV-6,,1-5,"Public PVSIS report (parse incomplete): Self Assessment Annual Report, 2025",https://pvs.woah.org/pvs-is-be/api/document-management/download-public/774,unavailable,True
Iran,IRN,2019,Public PVS report (edition varies),IV-7,IV-7,IV-7,,1-5,"Public PVSIS report (parse incomplete): Self Assessment Annual Report, 2025",https://pvs.woah.org/pvs-is-be/api/document-management/download-public/774,unavailable,True
Iceland,ISL,2015,Public PVS report (edition varies),IV-1A,IV-1A,IV-1A,,1-5,Public PVSIS report (parse incomplete): PVS Evaluation Report ,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/49,unavailable,True
Iceland,ISL,2015,Public PVS report (edition varies),IV-1B,IV-1B,IV-1B,,1-5,Public PVSIS report (parse incomplete): PVS Evaluation Report ,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/49,unavailable,True
Iceland,ISL,2015,Public PVS report (edition varies),IV-4,IV-4,IV-4,5.0,1-5,Public PVSIS report: PVS Evaluation Report ,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/49,public_report,False
Iceland,ISL,2015,Public PVS report (edition varies),IV-6,IV-6,IV-6,3.0,1-5,Public PVSIS report: PVS Evaluation Report ,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/49,public_report,False
Iceland,ISL,2015,Public PVS report (edition varies),IV-7,IV-7,IV-7,,1-5,Public PVSIS report (parse incomplete): PVS Evaluation Report ,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/49,unavailable,True
Israel,ISR,2011,Public PVS report (edition varies),IV-1A,IV-1A,IV-1A,,1-5,Public PVSIS report (parse incomplete): OIE PVS EVALUATION REPORT OF THE VETERINARY SERVICES OF ISRAEL,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/21,unavailable,True
Israel,ISR,2011,Public PVS report (edition varies),IV-1B,IV-1B,IV-1B,,1-5,Public PVSIS report (parse incomplete): OIE PVS EVALUATION REPORT OF THE VETERINARY SERVICES OF ISRAEL,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/21,unavailable,True
Israel,ISR,2011,Public PVS report (edition varies),IV-4,IV-4,IV-4,4.0,1-5,Public PVSIS report: OIE PVS EVALUATION REPORT OF THE VETERINARY SERVICES OF ISRAEL,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/21,public_report,False
Israel,ISR,2011,Public PVS report (edition varies),IV-6,IV-6,IV-6,1.0,1-5,Public PVSIS report: OIE PVS EVALUATION REPORT OF THE VETERINARY SERVICES OF ISRAEL,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/21,public_report,False
Israel,ISR,2011,Public PVS report (edition varies),IV-7,IV-7,IV-7,1.0,1-5,Public PVSIS report: OIE PVS EVALUATION REPORT OF THE VETERINARY SERVICES OF ISRAEL,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/21,public_report,False
Japan,JPN,2016,Public PVS report (edition varies),IV-1A,IV-1A,IV-1A,,1-5,"Public PVSIS report (parse incomplete): Self Assessment Annual Report, 2025",https://pvs.woah.org/pvs-is-be/api/document-management/download-public/765,unavailable,True
Japan,JPN,2016,Public PVS report (edition varies),IV-1B,IV-1B,IV-1B,,1-5,"Public PVSIS report (parse incomplete): Self Assessment Annual Report, 2025",https://pvs.woah.org/pvs-is-be/api/document-management/download-public/765,unavailable,True
Japan,JPN,2016,Public PVS report (edition varies),IV-4,IV-4,IV-4,,1-5,"Public PVSIS report (parse incomplete): Self Assessment Annual Report, 2025",https://pvs.woah.org/pvs-is-be/api/document-management/download-public/765,unavailable,True
Japan,JPN,2016,Public PVS report (edition varies),IV-6,IV-6,IV-6,,1-5,"Public PVSIS report (parse incomplete): Self Assessment Annual Report, 2025",https://pvs.woah.org/pvs-is-be/api/document-management/download-public/765,unavailable,True
Japan,JPN,2016,Public PVS report (edition varies),IV-7,IV-7,IV-7,,1-5,"Public PVSIS report (parse incomplete): Self Assessment Annual Report, 2025",https://pvs.woah.org/pvs-is-be/api/document-management/download-public/765,unavailable,True
Kenya,KEN,2011,Public PVS report (edition varies),IV-1A,IV-1A,IV-1A,,1-5,Public PVSIS report (parse incomplete): PVS Follow-up Evaluation Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/214,unavailable,True
Kenya,KEN,2011,Public PVS report (edition varies),IV-1B,IV-1B,IV-1B,,1-5,Public PVSIS report (parse incomplete): PVS Follow-up Evaluation Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/214,unavailable,True
Kenya,KEN,2011,Public PVS report (edition varies),IV-4,IV-4,IV-4,,1-5,Public PVSIS report (parse incomplete): PVS Follow-up Evaluation Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/214,unavailable,True
Kenya,KEN,2011,Public PVS report (edition varies),IV-6,IV-6,IV-6,,1-5,Public PVSIS report (parse incomplete): PVS Follow-up Evaluation Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/214,unavailable,True
Kenya,KEN,2011,Public PVS report (edition varies),IV-7,IV-7,IV-7,,1-5,Public PVSIS report (parse incomplete): PVS Follow-up Evaluation Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/214,unavailable,True
Kyrgyzstan,KGZ,2016,Public PVS report (edition varies),IV-1A,IV-1A,IV-1A,,1-5,Public PVSIS report (parse incomplete): OIE PVS Evaluation Follow-Up Mission Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/57,unavailable,True
Kyrgyzstan,KGZ,2016,Public PVS report (edition varies),IV-1B,IV-1B,IV-1B,,1-5,Public PVSIS report (parse incomplete): OIE PVS Evaluation Follow-Up Mission Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/57,unavailable,True
Kyrgyzstan,KGZ,2016,Public PVS report (edition varies),IV-4,IV-4,IV-4,3.0,1-5,Public PVSIS report: OIE PVS Evaluation Follow-Up Mission Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/57,public_report,False
Kyrgyzstan,KGZ,2016,Public PVS report (edition varies),IV-6,IV-6,IV-6,1.0,1-5,Public PVSIS report: OIE PVS Evaluation Follow-Up Mission Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/57,public_report,False
Kyrgyzstan,KGZ,2016,Public PVS report (edition varies),IV-7,IV-7,IV-7,1.0,1-5,Public PVSIS report: OIE PVS Evaluation Follow-Up Mission Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/57,public_report,False
Moldova,MDA,2024,Public PVS report (edition varies),IV-1A,IV-1A,IV-1A,5.0,1-5,Public PVSIS report: PVS EVALUATION   REPORT OF THE  VETERINARY SERVICES OF Republic of Moldova,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/571,public_report,False
Moldova,MDA,2024,Public PVS report (edition varies),IV-1B,IV-1B,IV-1B,3.0,1-5,Public PVSIS report: PVS EVALUATION   REPORT OF THE  VETERINARY SERVICES OF Republic of Moldova,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/571,public_report,False
Moldova,MDA,2024,Public PVS report (edition varies),IV-4,IV-4,IV-4,5.0,1-5,Public PVSIS report: PVS EVALUATION   REPORT OF THE  VETERINARY SERVICES OF Republic of Moldova,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/571,public_report,False
Moldova,MDA,2024,Public PVS report (edition varies),IV-6,IV-6,IV-6,5.0,1-5,Public PVSIS report: PVS EVALUATION   REPORT OF THE  VETERINARY SERVICES OF Republic of Moldova,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/571,public_report,False
Moldova,MDA,2024,Public PVS report (edition varies),IV-7,IV-7,IV-7,2.0,1-5,Public PVSIS report: PVS EVALUATION   REPORT OF THE  VETERINARY SERVICES OF Republic of Moldova,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/571,public_report,False
Mali,MLI,2017,Public PVS report (edition varies),IV-1A,IV-1A,IV-1A,,1-5,Public PVSIS report (parse incomplete): RAPPORT DE MISSION D’ÉVALUATION PVS DE SUIVI   DES SERVICES VÉTÉRINAIRES DU MALI,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/87,unavailable,True
Mali,MLI,2017,Public PVS report (edition varies),IV-1B,IV-1B,IV-1B,,1-5,Public PVSIS report (parse incomplete): RAPPORT DE MISSION D’ÉVALUATION PVS DE SUIVI   DES SERVICES VÉTÉRINAIRES DU MALI,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/87,unavailable,True
Mali,MLI,2017,Public PVS report (edition varies),IV-4,IV-4,IV-4,,1-5,Public PVSIS report (parse incomplete): RAPPORT DE MISSION D’ÉVALUATION PVS DE SUIVI   DES SERVICES VÉTÉRINAIRES DU MALI,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/87,unavailable,True
Mali,MLI,2017,Public PVS report (edition varies),IV-6,IV-6,IV-6,,1-5,Public PVSIS report (parse incomplete): RAPPORT DE MISSION D’ÉVALUATION PVS DE SUIVI   DES SERVICES VÉTÉRINAIRES DU MALI,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/87,unavailable,True
Mali,MLI,2017,Public PVS report (edition varies),IV-7,IV-7,IV-7,,1-5,Public PVSIS report (parse incomplete): RAPPORT DE MISSION D’ÉVALUATION PVS DE SUIVI   DES SERVICES VÉTÉRINAIRES DU MALI,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/87,unavailable,True
Mauritania,MRT,2024,Public PVS report (edition varies),IV-1A,IV-1A,IV-1A,3.0,1-5,Public PVSIS report: RAPPORT DE MISSION  D’ÉVALUATION PVS DE SUIVI DES SERVICES VÉTÉRINAIRES DE  La République Islamique de Mauritanie,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/578,public_report,False
Mauritania,MRT,2024,Public PVS report (edition varies),IV-1B,IV-1B,IV-1B,2.0,1-5,Public PVSIS report: RAPPORT DE MISSION  D’ÉVALUATION PVS DE SUIVI DES SERVICES VÉTÉRINAIRES DE  La République Islamique de Mauritanie,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/578,public_report,False
Mauritania,MRT,2024,Public PVS report (edition varies),IV-4,IV-4,IV-4,,1-5,Public PVSIS report (parse incomplete): RAPPORT DE MISSION  D’ÉVALUATION PVS DE SUIVI DES SERVICES VÉTÉRINAIRES DE  La République Islamique de Mauritanie,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/578,unavailable,True
Mauritania,MRT,2024,Public PVS report (edition varies),IV-6,IV-6,IV-6,,1-5,Public PVSIS report (parse incomplete): RAPPORT DE MISSION  D’ÉVALUATION PVS DE SUIVI DES SERVICES VÉTÉRINAIRES DE  La République Islamique de Mauritanie,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/578,unavailable,True
Mauritania,MRT,2024,Public PVS report (edition varies),IV-7,IV-7,IV-7,,1-5,Public PVSIS report (parse incomplete): RAPPORT DE MISSION  D’ÉVALUATION PVS DE SUIVI DES SERVICES VÉTÉRINAIRES DE  La République Islamique de Mauritanie,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/578,unavailable,True
Malawi,MWI,2025,Public PVS report (edition varies),IV-1A,IV-1A,IV-1A,2.0,1-5,Public PVSIS report: WOAH_PVS_FU_Evaluation_Malawi_FinalReport+RabiesAnnex,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/698,public_report,False
Malawi,MWI,2025,Public PVS report (edition varies),IV-1B,IV-1B,IV-1B,2.0,1-5,Public PVSIS report: WOAH_PVS_FU_Evaluation_Malawi_FinalReport+RabiesAnnex,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/698,public_report,False
Malawi,MWI,2025,Public PVS report (edition varies),IV-4,IV-4,IV-4,2.0,1-5,Public PVSIS report: WOAH_PVS_FU_Evaluation_Malawi_FinalReport+RabiesAnnex,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/698,public_report,False
Malawi,MWI,2025,Public PVS report (edition varies),IV-6,IV-6,IV-6,,1-5,Public PVSIS report: WOAH_PVS_FU_Evaluation_Malawi_FinalReport+RabiesAnnex,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/698,unavailable,True
Malawi,MWI,2025,Public PVS report (edition varies),IV-7,IV-7,IV-7,,1-5,Public PVSIS report: WOAH_PVS_FU_Evaluation_Malawi_FinalReport+RabiesAnnex,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/698,unavailable,True
Namibia,NAM,2008,Public PVS report (edition varies),IV-1A,IV-1A,IV-1A,,1-5,Public PVSIS report (parse incomplete): Tool for the evaluation of Performance of Veterinary OIE PVS Tool Services,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/171,unavailable,True
Namibia,NAM,2008,Public PVS report (edition varies),IV-1B,IV-1B,IV-1B,,1-5,Public PVSIS report (parse incomplete): Tool for the evaluation of Performance of Veterinary OIE PVS Tool Services,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/171,unavailable,True
Namibia,NAM,2008,Public PVS report (edition varies),IV-4,IV-4,IV-4,,1-5,Public PVSIS report (parse incomplete): Tool for the evaluation of Performance of Veterinary OIE PVS Tool Services,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/171,unavailable,True
Namibia,NAM,2008,Public PVS report (edition varies),IV-6,IV-6,IV-6,,1-5,Public PVSIS report (parse incomplete): Tool for the evaluation of Performance of Veterinary OIE PVS Tool Services,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/171,unavailable,True
Namibia,NAM,2008,Public PVS report (edition varies),IV-7,IV-7,IV-7,,1-5,Public PVSIS report (parse incomplete): Tool for the evaluation of Performance of Veterinary OIE PVS Tool Services,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/171,unavailable,True
Niger,NER,2019,Public PVS report (edition varies),IV-1A,IV-1A,IV-1A,2.0,1-5,Public PVSIS report: Rapport de mission d’évaluation PVS de suivi ,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/103,public_report,False
Niger,NER,2019,Public PVS report (edition varies),IV-1B,IV-1B,IV-1B,1.0,1-5,Public PVSIS report: Rapport de mission d’évaluation PVS de suivi ,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/103,public_report,False
Niger,NER,2019,Public PVS report (edition varies),IV-4,IV-4,IV-4,,1-5,Public PVSIS report (parse incomplete): Rapport de mission d’évaluation PVS de suivi ,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/103,unavailable,True
Niger,NER,2019,Public PVS report (edition varies),IV-6,IV-6,IV-6,,1-5,Public PVSIS report (parse incomplete): Rapport de mission d’évaluation PVS de suivi ,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/103,unavailable,True
Niger,NER,2019,Public PVS report (edition varies),IV-7,IV-7,IV-7,,1-5,Public PVSIS report (parse incomplete): Rapport de mission d’évaluation PVS de suivi ,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/103,unavailable,True
Nigeria,NGA,2019,Public PVS report (edition varies),IV-1A,IV-1A,IV-1A,3.0,1-5,Public PVSIS report: OIE PVS Evaluation Follow-Up Mission Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/98,public_report,False
Nigeria,NGA,2019,Public PVS report (edition varies),IV-1B,IV-1B,IV-1B,2.0,1-5,Public PVSIS report: OIE PVS Evaluation Follow-Up Mission Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/98,public_report,False
Nigeria,NGA,2019,Public PVS report (edition varies),IV-4,IV-4,IV-4,3.0,1-5,Public PVSIS report: OIE PVS Evaluation Follow-Up Mission Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/98,public_report,False
Nigeria,NGA,2019,Public PVS report (edition varies),IV-6,IV-6,IV-6,,1-5,Public PVSIS report: OIE PVS Evaluation Follow-Up Mission Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/98,unavailable,True
Nigeria,NGA,2019,Public PVS report (edition varies),IV-7,IV-7,IV-7,,1-5,Public PVSIS report: OIE PVS Evaluation Follow-Up Mission Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/98,unavailable,True
Panama,PAN,2007,Public PVS report (edition varies),IV-1A,IV-1A,IV-1A,,1-5,Public PVSIS report (parse incomplete): Instrumento para la Evaluación de las Prestaciones de los Servicios Veterinarios,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/201,unavailable,True
Panama,PAN,2007,Public PVS report (edition varies),IV-1B,IV-1B,IV-1B,,1-5,Public PVSIS report (parse incomplete): Instrumento para la Evaluación de las Prestaciones de los Servicios Veterinarios,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/201,unavailable,True
Panama,PAN,2007,Public PVS report (edition varies),IV-4,IV-4,IV-4,,1-5,Public PVSIS report (parse incomplete): Instrumento para la Evaluación de las Prestaciones de los Servicios Veterinarios,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/201,unavailable,True
Panama,PAN,2007,Public PVS report (edition varies),IV-6,IV-6,IV-6,,1-5,Public PVSIS report (parse incomplete): Instrumento para la Evaluación de las Prestaciones de los Servicios Veterinarios,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/201,unavailable,True
Panama,PAN,2007,Public PVS report (edition varies),IV-7,IV-7,IV-7,,1-5,Public PVSIS report (parse incomplete): Instrumento para la Evaluación de las Prestaciones de los Servicios Veterinarios,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/201,unavailable,True
Paraguay,PRY,2009,Public PVS report (edition varies),IV-1A,IV-1A,IV-1A,,1-5,Public PVSIS report (parse incomplete): Herramienta para la Evaluación de las  Prestaciones de los Servicios Veterinarios ,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/188,unavailable,True
Paraguay,PRY,2009,Public PVS report (edition varies),IV-1B,IV-1B,IV-1B,,1-5,Public PVSIS report (parse incomplete): Herramienta para la Evaluación de las  Prestaciones de los Servicios Veterinarios ,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/188,unavailable,True
Paraguay,PRY,2009,Public PVS report (edition varies),IV-4,IV-4,IV-4,,1-5,Public PVSIS report (parse incomplete): Herramienta para la Evaluación de las  Prestaciones de los Servicios Veterinarios ,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/188,unavailable,True
Paraguay,PRY,2009,Public PVS report (edition varies),IV-6,IV-6,IV-6,,1-5,Public PVSIS report (parse incomplete): Herramienta para la Evaluación de las  Prestaciones de los Servicios Veterinarios ,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/188,unavailable,True
Paraguay,PRY,2009,Public PVS report (edition varies),IV-7,IV-7,IV-7,,1-5,Public PVSIS report (parse incomplete): Herramienta para la Evaluación de las  Prestaciones de los Servicios Veterinarios ,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/188,unavailable,True
Rwanda,RWA,2019,Public PVS report (edition varies),IV-1A,IV-1A,IV-1A,3.0,1-5,Public PVSIS report: OIE PVS Evaluation Follow-Up Mission Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/51,public_report,False
Rwanda,RWA,2019,Public PVS report (edition varies),IV-1B,IV-1B,IV-1B,2.0,1-5,Public PVSIS report: OIE PVS Evaluation Follow-Up Mission Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/51,public_report,False
Rwanda,RWA,2019,Public PVS report (edition varies),IV-4,IV-4,IV-4,3.0,1-5,Public PVSIS report: OIE PVS Evaluation Follow-Up Mission Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/51,public_report,False
Rwanda,RWA,2019,Public PVS report (edition varies),IV-6,IV-6,IV-6,2.0,1-5,Public PVSIS report: OIE PVS Evaluation Follow-Up Mission Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/51,public_report,False
Rwanda,RWA,2019,Public PVS report (edition varies),IV-7,IV-7,IV-7,,1-5,Public PVSIS report: OIE PVS Evaluation Follow-Up Mission Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/51,unavailable,True
Sudan,SDN,2013,Public PVS report (edition varies),IV-1A,IV-1A,IV-1A,,1-5,Public PVSIS report (parse incomplete): OIE PVS Evaluation mission,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/31,unavailable,True
Sudan,SDN,2013,Public PVS report (edition varies),IV-1B,IV-1B,IV-1B,,1-5,Public PVSIS report (parse incomplete): OIE PVS Evaluation mission,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/31,unavailable,True
Sudan,SDN,2013,Public PVS report (edition varies),IV-4,IV-4,IV-4,3.0,1-5,Public PVSIS report: OIE PVS Evaluation mission,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/31,public_report,False
Sudan,SDN,2013,Public PVS report (edition varies),IV-6,IV-6,IV-6,2.0,1-5,Public PVSIS report: OIE PVS Evaluation mission,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/31,public_report,False
Sudan,SDN,2013,Public PVS report (edition varies),IV-7,IV-7,IV-7,1.0,1-5,Public PVSIS report: OIE PVS Evaluation mission,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/31,public_report,False
Solomon Islands,SLB,2023,Public PVS report (edition varies),IV-1A,IV-1A,IV-1A,2.0,1-5,Public PVSIS report: PVS EVALUATION REPORT OF THE VETERINARY SERVICES OF SOLOMON ISLANDS,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/546,public_report,False
Solomon Islands,SLB,2023,Public PVS report (edition varies),IV-1B,IV-1B,IV-1B,2.0,1-5,Public PVSIS report: PVS EVALUATION REPORT OF THE VETERINARY SERVICES OF SOLOMON ISLANDS,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/546,public_report,False
Solomon Islands,SLB,2023,Public PVS report (edition varies),IV-4,IV-4,IV-4,2.0,1-5,Public PVSIS report: PVS EVALUATION REPORT OF THE VETERINARY SERVICES OF SOLOMON ISLANDS,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/546,public_report,False
Solomon Islands,SLB,2023,Public PVS report (edition varies),IV-6,IV-6,IV-6,,1-5,Public PVSIS report: PVS EVALUATION REPORT OF THE VETERINARY SERVICES OF SOLOMON ISLANDS,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/546,unavailable,True
Solomon Islands,SLB,2023,Public PVS report (edition varies),IV-7,IV-7,IV-7,,1-5,Public PVSIS report: PVS EVALUATION REPORT OF THE VETERINARY SERVICES OF SOLOMON ISLANDS,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/546,unavailable,True
Somalia,SOM,2023,Public PVS report (edition varies),IV-1A,IV-1A,IV-1A,2.0,1-5,Public PVSIS report: PVS EVALUATION PROVISIONAL REPORT OF THE VETERINARY SERVICES OF THE FEDERAL REPUBLIC OF SOMALIA,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/547,public_report,False
Somalia,SOM,2023,Public PVS report (edition varies),IV-1B,IV-1B,IV-1B,2.0,1-5,Public PVSIS report: PVS EVALUATION PROVISIONAL REPORT OF THE VETERINARY SERVICES OF THE FEDERAL REPUBLIC OF SOMALIA,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/547,public_report,False
Somalia,SOM,2023,Public PVS report (edition varies),IV-4,IV-4,IV-4,3.0,1-5,Public PVSIS report: PVS EVALUATION PROVISIONAL REPORT OF THE VETERINARY SERVICES OF THE FEDERAL REPUBLIC OF SOMALIA,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/547,public_report,False
Somalia,SOM,2023,Public PVS report (edition varies),IV-6,IV-6,IV-6,,1-5,Public PVSIS report: PVS EVALUATION PROVISIONAL REPORT OF THE VETERINARY SERVICES OF THE FEDERAL REPUBLIC OF SOMALIA,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/547,unavailable,True
Somalia,SOM,2023,Public PVS report (edition varies),IV-7,IV-7,IV-7,,1-5,Public PVSIS report: PVS EVALUATION PROVISIONAL REPORT OF THE VETERINARY SERVICES OF THE FEDERAL REPUBLIC OF SOMALIA,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/547,unavailable,True
South Sudan,SSD,2025,Public PVS report (edition varies),IV-1A,IV-1A,IV-1A,2.0,1-5,Public PVSIS report: PVS_Evaluation_SouthSudan_PreparatoryPhase_ProvisionalReport,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/749,public_report,False
South Sudan,SSD,2025,Public PVS report (edition varies),IV-1B,IV-1B,IV-1B,1.0,1-5,Public PVSIS report: PVS_Evaluation_SouthSudan_PreparatoryPhase_ProvisionalReport,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/749,public_report,False
South Sudan,SSD,2025,Public PVS report (edition varies),IV-4,IV-4,IV-4,2.0,1-5,Public PVSIS report: PVS_Evaluation_SouthSudan_PreparatoryPhase_ProvisionalReport,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/749,public_report,False
South Sudan,SSD,2025,Public PVS report (edition varies),IV-6,IV-6,IV-6,,1-5,Public PVSIS report: PVS_Evaluation_SouthSudan_PreparatoryPhase_ProvisionalReport,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/749,unavailable,True
South Sudan,SSD,2025,Public PVS report (edition varies),IV-7,IV-7,IV-7,,1-5,Public PVSIS report: PVS_Evaluation_SouthSudan_PreparatoryPhase_ProvisionalReport,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/749,unavailable,True
Eswatini,SWZ,2015,Public PVS report (edition varies),IV-1A,IV-1A,IV-1A,,1-5,Public PVSIS report (parse incomplete): OIE PVS Evaluation Follow-Up Mission Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/45,unavailable,True
Eswatini,SWZ,2015,Public PVS report (edition varies),IV-1B,IV-1B,IV-1B,,1-5,Public PVSIS report (parse incomplete): OIE PVS Evaluation Follow-Up Mission Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/45,unavailable,True
Eswatini,SWZ,2015,Public PVS report (edition varies),IV-4,IV-4,IV-4,3.0,1-5,Public PVSIS report: OIE PVS Evaluation Follow-Up Mission Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/45,public_report,False
Eswatini,SWZ,2015,Public PVS report (edition varies),IV-6,IV-6,IV-6,4.0,1-5,Public PVSIS report: OIE PVS Evaluation Follow-Up Mission Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/45,public_report,False
Eswatini,SWZ,2015,Public PVS report (edition varies),IV-7,IV-7,IV-7,2.0,1-5,Public PVSIS report: OIE PVS Evaluation Follow-Up Mission Report,https://pvs.woah.org/pvs-is-be/api/document-management/download-public/45,public_report,False
Seychelles,SYC,2011,Public PVS report (edition varies),IV-1A,IV-1A,IV-1A,,1-5,"Public PVSIS report (parse incomplete): Self Assessment Annual Report, 2025",https://pvs.woah.org/pvs-is-be/api/document-management/download-public/770,unavailable,True
Seychelles,SYC,2011,Public PVS report (edition varies),IV-1B,IV-1B,IV-1B,,1-5,"Public PVSIS report (parse incomplete): Self Assessment Annual Report, 2025",https://pvs.woah.org/pvs-is-be/api/document-management/download-public/770,unavailable,True
Seychelles,SYC,2011,Public PVS report (edition varies),IV-4,IV-4,IV-4,,1-5,"Public PVSIS report (parse incomplete): Self Assessment Annual Report, 2025",https://pvs.woah.org/pvs-is-be/api/document-management/download-public/770,unavailable,True
Seychelles,SYC,2011,Public PVS report (edition varies),IV-6,IV-6,IV-6,,1-5,"Public PVSIS report (parse incomplete): Self Assessment Annual Report, 2025",https://pvs.woah.org/pvs-is-be/api/document-management/download-public/770,unavailable,True
Seychelles,SYC,2011,Public PVS report (edition varies),IV-7,IV-7,IV-7,,1-5,"Public PVSIS report (parse incomplete): Self Assessment Annual Report, 2025",https://pvs.woah.org/pvs-is-be/api/document-management/download-public/770,unavailable,True
